"","m","wave","country","gender","age","income.wave1","income.wave2","education","numeracy.f","error.diff.f","mean.abs.error","mean.est.bias"
"1529",229410207359174,"wave1","Switzerland","female",27,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","decreased error",0.651,0.485
"1530",229410207359174,"wave2","Switzerland","female",27,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","decreased error",0.542,-0.0982
"1531",229410207373567,"wave1","Switzerland","male",57,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","decreased error",0.686,-0.437
"1532",229410207373567,"wave2","Switzerland","male",57,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","decreased error",0.438,0.0191
"1533",229410207386673,"wave1","Switzerland","female",23,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy high","decreased error",0.692,-0.17
"1534",229410207386673,"wave2","Switzerland","female",23,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy high","decreased error",0.526,0.337
"1535",229410207386675,"wave1","Switzerland","female",40,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.751,-0.198
"1536",229410207386675,"wave2","Switzerland","female",40,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.857,0.263
"1537",229410207387704,"wave1","Switzerland","male",27,"2'500- 4'000€
<4'300- 5'899CHF","<1'500€
<3'100CHF","degree","numeracy low","decreased error",1.74,-1.74
"1538",229410207387704,"wave2","Switzerland","male",27,"2'500- 4'000€
<4'300- 5'899CHF","<1'500€
<3'100CHF","degree","numeracy low","decreased error",0.631,-0.523
"1539",229410207402117,"wave1","Switzerland","male",45,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.512,0.175
"1540",229410207402117,"wave2","Switzerland","male",45,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.796,-0.796
"1541",229410207404169,"wave1","Switzerland","male",25,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","no change",0.41,0.239
"1542",229410207404169,"wave2","Switzerland","male",25,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","no change",0.451,0.268
"1543",229410207420614,"wave1","Switzerland","male",24,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","no formal education","numeracy low","decreased error",0.817,-0.552
"1544",229410207420614,"wave2","Switzerland","male",24,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","no formal education","numeracy low","decreased error",0.686,0.0281
"1545",229410207421640,"wave1","Switzerland","male",35,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.908,-0.908
"1546",229410207421640,"wave2","Switzerland","male",35,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",1.22,-1.22
"1547",229677069752425,"wave1","Germany","female",54,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","no change",0.824,0.214
"1548",229677069752425,"wave2","Germany","female",54,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","no change",0.785,-0.592
"1549",229677069752429,"wave1","Germany","female",60,"> 4'000€
>5'900 CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","decreased error",0.89,0.89
"1550",229677069752429,"wave2","Germany","female",60,"> 4'000€
>5'900 CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","decreased error",0.697,-0.687
"1551",229677069753462,"wave1","Germany","male",59,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","decreased error",0.899,-0.899
"1552",229677069753462,"wave2","Germany","male",59,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","decreased error",0.548,-0.477
"1553",229677069753472,"wave1","Germany","male",66,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","increased error",0.605,-0.0826
"1554",229677069753472,"wave2","Germany","male",66,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","increased error",0.662,0.529
"1555",229677069754503,"wave1","Germany","female",60,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy high","decreased error",0.741,-0.741
"1556",229677069754503,"wave2","Germany","female",60,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy high","decreased error",0.61,-0.338
"1557",229677069754505,"wave1","Germany","male",51,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","no change",0.448,0.33
"1558",229677069754505,"wave2","Germany","male",51,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","no change",0.422,-0.389
"1559",229677069754506,"wave1","Germany","female",56,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",0.571,-0.223
"1560",229677069754506,"wave2","Germany","female",56,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",0.69,-0.311
"1561",229677069754513,"wave1","Germany","female",66,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","decreased error",1.69,-1.69
"1562",229677069754513,"wave2","Germany","female",66,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","decreased error",0.509,0.292
"1563",229677069754516,"wave1","Germany","female",66,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","decreased error",1.61,-1.61
"1564",229677069754516,"wave2","Germany","female",66,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","decreased error",0.817,-0.683
"1565",229677069754519,"wave1","Germany","male",54,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","decreased error",0.491,-0.207
"1566",229677069754519,"wave2","Germany","male",54,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","decreased error",0.244,-0.0731
"1567",229677069755544,"wave1","Germany","male",75,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","decreased error",0.682,0.664
"1568",229677069755544,"wave2","Germany","male",75,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","decreased error",0.446,-0.0428
"1569",229677069755550,"wave1","Germany","female",77,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","decreased error",0.682,0.411
"1570",229677069755550,"wave2","Germany","female",77,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","decreased error",0.399,0.245
"1571",229677069755553,"wave1","Germany","male",62,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","no formal education","numeracy low","decreased error",0.79,-0.67
"1572",229677069755553,"wave2","Germany","male",62,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","no formal education","numeracy low","decreased error",0.611,-0.391
"1573",229677069755556,"wave1","Germany","female",63,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","decreased error",0.567,0.229
"1574",229677069755556,"wave2","Germany","female",63,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","decreased error",0.5,0.176
"1575",229677069755561,"wave1","Germany","female",60,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","no change",0.603,-0.483
"1576",229677069755561,"wave2","Germany","female",60,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","no change",0.6,-0.302
"1577",229677069756589,"wave1","Germany","female",59,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.487,0.108
"1578",229677069756589,"wave2","Germany","female",59,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.577,0.42
"1579",229677069756595,"wave1","Germany","female",61,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","decreased error",0.87,-0.592
"1580",229677069756595,"wave2","Germany","female",61,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","decreased error",0.588,0.229
"1581",229677069756606,"wave1","Germany","female",69,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","decreased error",0.6,-0.298
"1582",229677069756606,"wave2","Germany","female",69,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","decreased error",0.478,-0.281
"1583",229677069756609,"wave1","Germany","female",70,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","decreased error",0.746,-0.664
"1584",229677069756609,"wave2","Germany","female",70,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","decreased error",0.417,-0.12
"1585",229677069757635,"wave1","Germany","female",73,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","no formal education","numeracy low","increased error",0.43,0.192
"1586",229677069757635,"wave2","Germany","female",73,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","no formal education","numeracy low","increased error",0.498,0.301
"1587",229677069757642,"wave1","Germany","female",59,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","decreased error",0.579,0.561
"1588",229677069757642,"wave2","Germany","female",59,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","decreased error",0.456,-0.195
"1589",229677069757645,"wave1","Germany","male",71,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","no change",0.543,-0.44
"1590",229677069757645,"wave2","Germany","male",71,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","no change",0.535,0.389
"1591",229677069757653,"wave1","Germany","female",64,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","increased error",0.527,-0.23
"1592",229677069757653,"wave2","Germany","female",64,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","increased error",0.731,-0.671
"1593",229677069757654,"wave1","Germany","male",51,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","decreased error",0.846,0.846
"1594",229677069757654,"wave2","Germany","male",51,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","decreased error",0.618,0.618
"1595",229677069760760,"wave1","Germany","male",67,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy high","no change",0.6,-0.00513
"1596",229677069760760,"wave2","Germany","male",67,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy high","no change",0.564,0.297
"1597",229677069760763,"wave1","Germany","female",66,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.474,0.126
"1598",229677069760763,"wave2","Germany","female",66,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.611,-0.122
"1599",229677069762575,"wave1","Germany","female",65,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","decreased error",1.05,-0.803
"1600",229677069762575,"wave2","Germany","female",65,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","decreased error",0.619,0.241
"1601",229677069762577,"wave1","Germany","female",59,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","increased error",0.665,0.25
"1602",229677069762577,"wave2","Germany","female",59,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","increased error",0.775,-0.775
"1603",229677069763602,"wave1","Germany","male",62,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","increased error",0.393,0.123
"1604",229677069763602,"wave2","Germany","male",62,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","increased error",0.464,0.0864
"1605",229677069763603,"wave1","Germany","female",52,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","increased error",0.463,0.283
"1606",229677069763603,"wave2","Germany","female",52,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","increased error",0.671,-0.3
"1607",229677069765683,"wave1","Germany","male",55,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","no change",0.521,0.385
"1608",229677069765683,"wave2","Germany","male",55,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","no change",0.533,0.329
"1609",229677069765686,"wave1","Germany","female",63,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","decreased error",0.567,-0.12
"1610",229677069765686,"wave2","Germany","female",63,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","decreased error",0.382,-0.0485
"1611",229677069767759,"wave1","Germany","female",60,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","decreased error",0.801,0.783
"1612",229677069767759,"wave2","Germany","female",60,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","decreased error",0.712,0.38
"1613",229677069768795,"wave1","Germany","male",74,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy high","decreased error",1.16,-1.16
"1614",229677069768795,"wave2","Germany","male",74,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy high","decreased error",1.08,-1.08
"1615",229677069769846,"wave1","Germany","male",71,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","no formal education","numeracy low","decreased error",0.8,-0.728
"1616",229677069769846,"wave2","Germany","male",71,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","no formal education","numeracy low","decreased error",0.469,0.0558
"1617",229677069770882,"wave1","Germany","male",55,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy high","increased error",0.216,0.0246
"1618",229677069770882,"wave2","Germany","male",55,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy high","increased error",0.403,-0.21
"1619",229677069770883,"wave1","Germany","male",58,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","no change",0.491,0.0246
"1620",229677069770883,"wave2","Germany","male",58,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","no change",0.465,0.0743
"1621",229677069770890,"wave1","Germany","female",70,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","decreased error",0.822,-0.751
"1622",229677069770890,"wave2","Germany","female",70,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","decreased error",0.618,-0.27
"1623",229677069772955,"wave1","Germany","female",73,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","no change",0.425,0.221
"1624",229677069772955,"wave2","Germany","female",73,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","no change",0.441,0.205
"1625",229677069772958,"wave1","Germany","female",52,"2'500- 4'000€
<4'300- 5'899CHF","> 4'000€
>5'900 CHF","middle school","numeracy high","decreased error",0.665,0.665
"1626",229677069772958,"wave2","Germany","female",52,"2'500- 4'000€
<4'300- 5'899CHF","> 4'000€
>5'900 CHF","middle school","numeracy high","decreased error",0.549,0.535
"1627",229677069775045,"wave1","Germany","male",54,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","decreased error",0.674,-0.57
"1628",229677069775045,"wave2","Germany","male",54,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","decreased error",0.502,-0.0131
"1629",229677069775046,"wave1","Germany","female",66,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy high","increased error",0.383,0.142
"1630",229677069775046,"wave2","Germany","female",66,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy high","increased error",0.555,-0.0571
"1631",229677069777112,"wave1","Germany","female",79,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy low","decreased error",0.628,0.336
"1632",229677069777112,"wave2","Germany","female",79,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy low","decreased error",0.552,0.261
"1633",229677069777113,"wave1","Germany","male",59,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.468,-0.261
"1634",229677069777113,"wave2","Germany","male",59,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.659,0.551
"1635",229677069777128,"wave1","Germany","female",64,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",0.394,-0.0302
"1636",229677069777128,"wave2","Germany","female",64,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",0.552,-0.235
"1637",229677069778159,"wave1","Germany","female",75,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","decreased error",0.561,-0.561
"1638",229677069778159,"wave2","Germany","female",75,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","decreased error",0.322,0.0112
"1639",229677069779187,"wave1","Germany","female",53,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","decreased error",0.722,-0.376
"1640",229677069779187,"wave2","Germany","female",53,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","decreased error",0.643,-0.089
"1641",229677069780221,"wave1","Germany","male",54,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","decreased error",0.813,0.813
"1642",229677069780221,"wave2","Germany","male",54,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","decreased error",0.761,-0.69
"1643",229677069783094,"wave1","Germany","male",65,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","decreased error",1.14,-1.14
"1644",229677069783094,"wave2","Germany","male",65,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","decreased error",0.759,0.759
"1645",229677069783097,"wave1","Germany","male",64,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",0.515,0.208
"1646",229677069783097,"wave2","Germany","male",64,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",0.698,-0.698
"1647",229677069783098,"wave1","Germany","male",63,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",0.63,-0.551
"1648",229677069783098,"wave2","Germany","male",63,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",0.971,-0.971
"1649",229677069783101,"wave1","Germany","female",33,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","decreased error",0.684,0.405
"1650",229677069783101,"wave2","Germany","female",33,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","decreased error",0.521,0.439
"1651",229677069786216,"wave1","Germany","male",34,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","no change",0.552,-0.151
"1652",229677069786216,"wave2","Germany","male",34,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","no change",0.515,-0.515
"1653",229677069786223,"wave1","Germany","male",67,"2'500- 4'000€
<4'300- 5'899CHF","> 4'000€
>5'900 CHF","degree","numeracy low","decreased error",0.542,-0.34
"1654",229677069786223,"wave2","Germany","male",67,"2'500- 4'000€
<4'300- 5'899CHF","> 4'000€
>5'900 CHF","degree","numeracy low","decreased error",0.41,-0.158
"1655",229677069787271,"wave1","Germany","male",62,"2'500- 4'000€
<4'300- 5'899CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy low","increased error",0.678,0.432
"1656",229677069787271,"wave2","Germany","male",62,"2'500- 4'000€
<4'300- 5'899CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy low","increased error",0.925,-0.925
"1657",229677069789327,"wave1","Germany","male",55,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy high","decreased error",0.595,-0.168
"1658",229677069789327,"wave2","Germany","male",55,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy high","decreased error",0.404,0.0602
"1659",229677069790363,"wave1","Germany","female",52,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","decreased error",0.882,-0.882
"1660",229677069790363,"wave2","Germany","female",52,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","decreased error",0.667,0.48
"1661",229677069796587,"wave1","Germany","female",65,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","increased error",0.479,-0.336
"1662",229677069796587,"wave2","Germany","female",65,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","increased error",0.565,0.491
"1663",229677069801542,"wave1","Germany","male",54,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","no change",0.429,0.132
"1664",229677069801542,"wave2","Germany","male",54,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","no change",0.45,-0.344
"1665",229677069801550,"wave1","Germany","male",30,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","increased error",0.447,-0.00667
"1666",229677069801550,"wave2","Germany","male",30,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","increased error",0.875,-0.701
"1667",229677069804668,"wave1","Germany","male",59,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","no change",0.437,0.29
"1668",229677069804668,"wave2","Germany","male",59,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","no change",0.486,-0.333
"1669",229677069806763,"wave1","Germany","male",39,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.496,0.477
"1670",229677069806763,"wave2","Germany","male",39,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.686,0.667
"1671",229677069807795,"wave1","Germany","female",57,"2'500- 4'000€
<4'300- 5'899CHF","> 4'000€
>5'900 CHF","degree","numeracy high","decreased error",1.35,-1.35
"1672",229677069807795,"wave2","Germany","female",57,"2'500- 4'000€
<4'300- 5'899CHF","> 4'000€
>5'900 CHF","degree","numeracy high","decreased error",1.29,-1.2
"1673",229677069834245,"wave1","Germany","male",55,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy high","no change",0.489,-0.36
"1674",229677069834245,"wave2","Germany","male",55,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy high","no change",0.446,0.211
"1675",229678093097023,"wave1","Switzerland","male",56,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.491,-0.264
"1676",229678093097023,"wave2","Switzerland","male",56,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.733,0.682
"1677",229678093098051,"wave1","Switzerland","male",63,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","decreased error",0.977,0.893
"1678",229678093098051,"wave2","Switzerland","male",63,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","decreased error",0.522,0.464
"1679",229678093101130,"wave1","Switzerland","female",42,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","increased error",0.443,0.367
"1680",229678093101130,"wave2","Switzerland","female",42,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","increased error",0.774,0.774
"1681",229678093101132,"wave1","Switzerland","female",66,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",0.522,-0.433
"1682",229678093101132,"wave2","Switzerland","female",66,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",0.917,-0.18
"1683",229678093101134,"wave1","Switzerland","male",71,"2'500- 4'000€
<4'300- 5'899CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","decreased error",0.719,-0.554
"1684",229678093101134,"wave2","Switzerland","male",71,"2'500- 4'000€
<4'300- 5'899CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","decreased error",0.469,-0.416
"1685",229678093102160,"wave1","Switzerland","female",64,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","increased error",0.52,0.417
"1686",229678093102160,"wave2","Switzerland","female",64,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","increased error",0.605,0.0827
