"","m","Duration.wave1","ResponseId.wave1","gender","country","income.wave1","education","household_size","politicalorientation_1","Duration.wave2","ResponseId","age","income.wave2"
"385",229320605937806,1043,"R_XodnNQgdsehAQBb","male","Germany","> 4'000€
>5'900 CHF","degree",2,7,752,"R_2rwvaT72ZJEiKlI",50,"> 4'000€
>5'900 CHF"
"386",229320605937812,639,"R_pK3IbCdDNXHGK09","male","Germany","<1'500€
<3'100CHF","middle school",3,6,757,"R_1LGxDDuVAUkIzYT",38,"<1'500- 2'499€
3'100-4'299CHF"
"387",229320605937813,1300,"R_OqggQLH05HTXOpP","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",2,4,1500,"R_3EANhwxzA6ua1fo",61,"2'500- 4'000€
<4'300- 5'899CHF"
"388",229320605938843,1715,"R_3fvpEgn6pnVLrgJ","female","Germany","<1'500€
<3'100CHF","obligatory school",1,5,1326,"R_Oa2I8oxbxmFJgWd",51,"<1'500€
<3'100CHF"
"389",229320605938844,6533,"R_poansW2BSwlbtFD","male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,5,19549,"R_27QFTithUDmuyVZ",40,"<1'500- 2'499€
3'100-4'299CHF"
"390",229320605938847,885,"R_30oDinDGYObY41j","male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",4,6,1051,"R_1CxeBJIPtyQYT9Z",50,"<1'500- 2'499€
3'100-4'299CHF"
"391",229320605938852,1627,"R_rdw8w7IoZs4Xvod","male","Germany","> 4'000€
>5'900 CHF","degree",1,7,1666,"R_3ku0qDr8bQu8PFW",75,"> 4'000€
>5'900 CHF"
"392",229320605938856,1055,"R_Dl5ozsei0qGHLbj","male","Germany","<1'500€
<3'100CHF","middle school",1,2,759,"R_3n0pwsbo2rmd09H",24,"<1'500- 2'499€
3'100-4'299CHF"
"393",229320605939886,1111,"R_11crUzIYPdbRfiF","female","Germany","> 4'000€
>5'900 CHF","degree",2,3,680,"R_stD5sQvmIeLJCtr",29,"> 4'000€
>5'900 CHF"
"394",229320605939889,462,"R_1prs2kZZr8m54pO","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,3,344,"R_1NaFm6LK1x6V9gF",28,"<1'500- 2'499€
3'100-4'299CHF"
"395",229320605939896,454,"R_1mk58NJrZ82uekP","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,6,655,"R_3qWEVk2rKE7vnqn",48,"2'500- 4'000€
<4'300- 5'899CHF"
"396",229320605940933,829,"R_2TAUBplqQ3e3M8Q","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",3,7,464,"R_22WYlNbERRDew27",47,"2'500- 4'000€
<4'300- 5'899CHF"
"397",229320605940935,1295,"R_2WVeoVieGVEqdKu","male","Germany","<1'500€
<3'100CHF","no formal education",1,8,1601,"R_yq3kMo5b5Izad4R",63,"<1'500€
<3'100CHF"
"398",229320605940944,500,"R_1gGgLAtf6daWkoB","male","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,3,685,"R_1rJ1QlgXJMaeq34",48,"<1'500- 2'499€
3'100-4'299CHF"
"399",229320605941974,877,"R_QboUij4etgUFkrL","female","Germany","> 4'000€
>5'900 CHF","degree",3,5,1044,"R_ukdmrVJpeMHneX7",50,"2'500- 4'000€
<4'300- 5'899CHF"
"400",229320605941975,1983,"R_26a2znd7sCk8IH7","female","Germany","<1'500€
<3'100CHF","obligatory school",1,5,1308,"R_2V42R9OiQnnVbuF",57,"<1'500€
<3'100CHF"
"401",229320605941978,827,"R_3JbaF9oWzdacsv2","male","Germany","> 4'000€
>5'900 CHF","middle school",2,6,689,"R_1rpiIHP8GSUQVhO",28,"> 4'000€
>5'900 CHF"
"402",229320605941980,478,"R_1G6o53JETU6gJd7","male","Germany","> 4'000€
>5'900 CHF","degree",4,3,485,"R_1rftTw43HkxZiaU",35,"2'500- 4'000€
<4'300- 5'899CHF"
"403",229320605943020,5765,"R_3qx6ZwB18dmIdlO","female","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",1,6,3722,"R_vJPYL8Dz1HYmpb3",41,"<1'500- 2'499€
3'100-4'299CHF"
"404",229320605943021,431,"R_2X4Xh1TnXOO6Ep0","female","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",1,9,342,"R_R95RmbjbIstOBYB",46,"<1'500- 2'499€
3'100-4'299CHF"
"405",229320605943809,375,"R_3nN8JHxpLSxs8ag","male","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",1,3,374,"R_2agEMZdTfBakpbT",37,"<1'500- 2'499€
3'100-4'299CHF"
"406",229320605943811,532,"R_BVTJIjpraajcy9X","female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,6,462,"R_269E48Rih485QNm",33,"<1'500- 2'499€
3'100-4'299CHF"
"407",229320605943813,1168,"R_26fku5eEp2Qj9zm","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",4,6,533,"R_2TR9UuVKt2Jw0Ai",40,"<1'500- 2'499€
3'100-4'299CHF"
"408",229320605944060,1326,"R_vGj9cy0Gr6Kvwxr","male","Germany","> 4'000€
>5'900 CHF","middle school",5,5,1238,"R_cISX2npTGNlLdvj",25,"> 4'000€
>5'900 CHF"
"409",229320605944858,1327,"R_vOJ77WLNm6DJcRP","male","Germany","> 4'000€
>5'900 CHF","degree",2,3,1361,"R_1hN2fFHEfAEgcbd",71,"> 4'000€
>5'900 CHF"
"410",229320605945900,428,"R_2TSKcBAsmRxlMSv","male","Germany","<1'500€
<3'100CHF","no formal education",4,5,423,"R_2RPwYHlQtbptBZ3",50,"<1'500€
<3'100CHF"
"411",229320605945902,1980,"R_3Eu17CSWhkIYwbv","male","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",3,1,4271,"R_1FxPHFim5fqJQQ6",68,"<1'500- 2'499€
3'100-4'299CHF"
"412",229320605945910,2332,"R_vwb2p1SSSY50iJ3","male","Germany","<1'500€
<3'100CHF","middle school",2,5,1688,"R_e3uiGKeLlmlyjZL",28,"<1'500€
<3'100CHF"
"413",229320605946949,868,"R_cOX10zgwNe6cpj3","female","Germany","> 4'000€
>5'900 CHF","obligatory school",2,4,1455,"R_1mqjuQbjSc7zaz8",57,"> 4'000€
>5'900 CHF"
"414",229320605946953,494,"R_6h7YxHX6t3DRkv7","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,5,3085,"R_2yjdAFLcCtDMESm",43,"<1'500- 2'499€
3'100-4'299CHF"
"415",229320605946954,583,"R_3h48pm23ScLHRj8","male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",5,8,866,"R_3QMf8uuRLtb0h5Y",30,"<1'500- 2'499€
3'100-4'299CHF"
"416",229320605947997,470,"R_Og16j92nBNxDsHL","male","Germany","<1'500€
<3'100CHF","no formal education",1,6,889,"R_2tyZhMFFoV9Xgvr",27,"<1'500€
<3'100CHF"
"417",229320605949033,1247,"R_3eavi4Grn0LOQQz","female","Germany","<1'500€
<3'100CHF","obligatory school",2,6,1355,"R_1q97VY7HVIAyFYv",65,"<1'500€
<3'100CHF"
"418",229320605949036,724,"R_9AWvGT7rU9cKGxH","male","Germany","<1'500€
<3'100CHF","obligatory school",1,5,698,"R_06dMV3ns8Oso0fv",49,"<1'500€
<3'100CHF"
"419",229320605949038,6814,"R_3maauwgeLmyIafc","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,2515,"R_1F34b5Sc8PY9Agr",44,"2'500- 4'000€
<4'300- 5'899CHF"
"420",229320605949040,577,"R_Dk6ldHd8ojC7Epb","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,6,606,"R_2CqXhMqbUqlO3ll",29,"<1'500- 2'499€
3'100-4'299CHF"
"421",229320605950073,3614,"R_Y5okMSloOk3HkCB","male","Germany","<1'500€
<3'100CHF","degree",1,8,2622,"R_1oniO1xKkANO7Rs",43,"<1'500€
<3'100CHF"
"422",229320605950078,3023,"R_3faHxEgZR5K4AJH","male","Germany","<1'500€
<3'100CHF","degree",1,3,1813,"R_12sVgKODDmKQl7T",25,"<1'500- 2'499€
3'100-4'299CHF"
"423",229320605950083,232,"R_2ZPu1Xdos9sCsqo","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",3,6,524,"R_1dsrU6BIqHDLqN3",28,"<1'500- 2'499€
3'100-4'299CHF"
"424",229320605951130,420,"R_ePaQKaqArHFvFRf","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,8,1130,"R_10vpxEibiT7gCBK",21,"2'500- 4'000€
<4'300- 5'899CHF"
"425",229320605952170,1529,"R_2c57RvqIlGbiyW3","female","Germany","<1'500€
<3'100CHF","degree",3,6,2238,"R_1gnF5xx7LiG6Ey4",62,"<1'500€
<3'100CHF"
"426",229320605953205,884,"R_31i7s8usroAcZbm","male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,6,980,"R_pQ3F8eEC2ZsUSs1",48,"<1'500- 2'499€
3'100-4'299CHF"
"427",229320605953210,786,"R_3HYp55D45PFLzNr","male","Germany","<1'500€
<3'100CHF","no formal education",1,5,811,"R_1pWi3TQiCGOmyri",37,"<1'500€
<3'100CHF"
"428",229320605953211,821,"R_2VmAZKeowsEAaKf","male","Germany","> 4'000€
>5'900 CHF","degree",4,7,579,"R_2v2Ea5eT240inrU",36,"> 4'000€
>5'900 CHF"
"429",229320605953219,1717,"R_2TnG1SpZ47A1bFV","male","Germany","> 4'000€
>5'900 CHF","obligatory school",4,4,1522,"R_3fvEhgj92ikm5oc",32,"> 4'000€
>5'900 CHF"
"430",229320605954250,1053,"R_1dtwL2SihzAOGQp","male","Germany","> 4'000€
>5'900 CHF","obligatory school",2,9,1681,"R_1QEJww13brKGZm3",72,"> 4'000€
>5'900 CHF"
"431",229320605954251,4759,"R_3qUld2GTlU0xNRr","female","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",1,6,6010,"R_DSl3zFkJVpw7StX",52,"<1'500- 2'499€
3'100-4'299CHF"
"432",229320605955296,1586,"R_ST3qQDWH8a2Z8wF","male","Germany","<1'500€
<3'100CHF","no formal education",1,5,1460,"R_bJaH8kg5VUNEozn",58,"<1'500€
<3'100CHF"
"433",229320605955306,1242,"R_2wSKbrE6n9d6ZgM","male","Germany","> 4'000€
>5'900 CHF","middle school",5,6,1092,"R_1goMqJsYgb0Irzh",21,"> 4'000€
>5'900 CHF"
"434",229320605956334,370,"R_QmPxFsSJClM2vMl","male","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",2,6,549,"R_2veJ44iwYMtkIAQ",29,"<1'500- 2'499€
3'100-4'299CHF"
"435",229320605957121,416,"R_2X6gPE4msoKwksa","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",3,3,270,"R_3HzXovthDbHXxeY",21,"<1'500- 2'499€
3'100-4'299CHF"
"436",229320605957128,589,"R_s88mCZRZ2Ggm75v","male","Germany","<1'500€
<3'100CHF","degree",1,6,694,"R_OrOXtjZ3nGPSPhn",53,"<1'500€
<3'100CHF"
"437",229320605958179,956,"R_Of21WEdHoiEWQnL","male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",3,6,1071,"R_1oFpW4dQToTlh4o",21,"<1'500- 2'499€
3'100-4'299CHF"
"438",229320605958180,1199,"R_1XjuiSN8BMQqvq9","female","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",1,7,1498,"R_26o2dqIsY2j0ikn",59,"<1'500- 2'499€
3'100-4'299CHF"
"439",229320605958184,2773,"R_1o1EUzmkWnI0L6v","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,1155,"R_291jqH1l086hM3H",31,"<1'500- 2'499€
3'100-4'299CHF"
"440",229320605959210,786,"R_12McFRO8avvy3pt","female","Germany","<1'500€
<3'100CHF","no formal education",3,5,1782,"R_1Q5SORbIaDcvhXw",43,"<1'500€
<3'100CHF"
"441",229320605959214,288,"R_PIeoKp20zYB6UpP","male","Germany","<1'500€
<3'100CHF","obligatory school",2,6,340,"R_10YKMXaROKCQv0m",21,"<1'500- 2'499€
3'100-4'299CHF"
"442",229320605959217,583,"R_2DZi80hSou2TVDZ","male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",4,8,1830,"R_Y5HVnFHXtJ9Ue5z",23,"2'500- 4'000€
<4'300- 5'899CHF"
"443",229320605959221,398,"R_30ppNW7PdSLNL7b","male","Germany","<1'500€
<3'100CHF","obligatory school",1,4,445,"R_1hLLdj97CiJdPA7",28,"<1'500- 2'499€
3'100-4'299CHF"
"444",229320605960253,531,"R_aeCGipJoonPyRa1","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",3,8,274,"R_3kgGZHXe6V0mDvD",20,"2'500- 4'000€
<4'300- 5'899CHF"
"445",229320605962358,3111,"R_8jJinnm0a4ic5YB","female","Germany","<1'500€
<3'100CHF","degree",2,4,1006,"R_3ZQS1UkBxvCaDwR",30,"<1'500€
<3'100CHF"
"446",229320605963391,500,"R_ST8vBgGMefsvbot","male","Germany","<1'500€
<3'100CHF","middle school",1,7,3269,"R_2b1AUKP2oc3zy8D",20,"<1'500€
<3'100CHF"
"447",229320605963392,820,"R_2e8sVL8jsHf5s0K","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",4,6,642,"R_BrenzupbO28TNhn",30,"2'500- 4'000€
<4'300- 5'899CHF"
"448",229320605966522,554,"R_PAtIMaxymCs5uQp","female","Germany","<1'500€
<3'100CHF","no formal education",5,8,908,"R_u2FMkjFxEZa71G9",22,"<1'500- 2'499€
3'100-4'299CHF"
"449",229320605966524,779,"R_1OOzLXJEJJnVcgl","female","Germany","<1'500€
<3'100CHF","obligatory school",2,7,343,"R_1rNWPY0WTXgeHu5",25,"<1'500- 2'499€
3'100-4'299CHF"
"450",229320605966526,212,"R_2zCur1SfdCpp5jN","male","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",1,8,308,"R_eRPc1ln9c3avP7X",29,"<1'500- 2'499€
3'100-4'299CHF"
"451",229320605966533,334,"R_ypVreK8e7p7O7st","male","Germany","<1'500€
<3'100CHF","no formal education",1,10,567,"R_3dEbgIR6ceLfyds",49,"<1'500€
<3'100CHF"
"452",229320605968605,384,"R_W04oq5ANrIn86XL","male","Germany","<1'500€
<3'100CHF","no formal education",1,5,344,"R_CjiJQujMse9BbvH",25,"<1'500€
<3'100CHF"
"453",229320605969647,240,"R_2DSxRgPUcZWcdCY","female","Germany","> 4'000€
>5'900 CHF","degree",1,7,469,"R_a67DF2TLNaBC4o1",29,"> 4'000€
>5'900 CHF"
"454",229320605970432,1115,"R_2QyBKZVrevQz3Zp","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,3,1715,"R_2Pdre6tFiwu14o3",68,"2'500- 4'000€
<4'300- 5'899CHF"
"455",229320605970439,1014,"R_1mQvIIkrYWPyK9D","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",5,6,1237,"R_3oENSp13RG6glC5",44,"2'500- 4'000€
<4'300- 5'899CHF"
"456",229320605973564,739,"R_3P7RzAy13Y0ZyPe","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,885,"R_sYjZgSboOQLexah",24,"2'500- 4'000€
<4'300- 5'899CHF"
"457",229320605974599,1067,"R_cZILximj914t2mJ","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",3,5,6403,"R_9G4jTq77unMeLkZ",28,"<1'500- 2'499€
3'100-4'299CHF"
"458",229320605975640,351,"R_27KxgmbOovlZ01z","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",4,6,1010,"R_RCcAMaUoWyEEkvL",23,"2'500- 4'000€
<4'300- 5'899CHF"
"459",229320605975643,714,"R_3RsdkGyd5KE8nm1","female","Germany","<1'500€
<3'100CHF","degree",1,5,807,"R_3KCLw20SZY5Vent",64,"<1'500€
<3'100CHF"
"460",229320605976689,781,"R_2SxHYjyVP763k5m","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,4,961,"R_qK6xhra0Jo93vON",27,"<1'500- 2'499€
3'100-4'299CHF"
"461",229320605977723,4070,"R_Zmg0GggmDWTe2Fb","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,3,2641,"R_26gSOFS6CzQ7NrJ",37,"2'500- 4'000€
<4'300- 5'899CHF"
"462",229320605977725,10054,"R_2uvU1UkG5AMXnlY","male","Germany","<1'500€
<3'100CHF","middle school",4,3,507,"R_1n87WLJcUT1huEB",25,"<1'500- 2'499€
3'100-4'299CHF"
"463",229320605982944,353,"R_214zWdLGNEsJaEm","female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",1,7,390,"R_2XjpeStwV0WDqqt",28,"<1'500- 2'499€
3'100-4'299CHF"
"464",229320605982947,12147,"R_3n6ov2ZIdNEBSBX","male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,6,6152,"R_3PRFPLiJJJJJqRe",26,"<1'500- 2'499€
3'100-4'299CHF"
"465",229320605988949,340,"R_6nZc3FDAQo9Lr8d","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",3,5,768,"R_294zGTMwkN7m7QK",28,"2'500- 4'000€
<4'300- 5'899CHF"
"466",229320605989990,1109,"R_3QGIueGaks8cgn3","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,6,867,"R_1Eag3xMoE7wW18J",23,"2'500- 4'000€
<4'300- 5'899CHF"
"467",229320605993125,889,"R_3Jg5puDztd8OJ9N","male","Germany","> 4'000€
>5'900 CHF","obligatory school",4,8,1366,"R_1mggJshNHrrIwQx",47,"> 4'000€
>5'900 CHF"
"468",229320605993135,1167,"R_a5cLrYqeYD2wUut","female","Germany","<1'500€
<3'100CHF","obligatory school",2,6,2094,"R_1hSg3c1t5AlsbYl",23,"<1'500€
<3'100CHF"
"469",229320605995208,216,"R_cSdoEy4mANTCxR7","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",1,9,238,"R_3j2ty9fPLV0byew",30,"2'500- 4'000€
<4'300- 5'899CHF"
"470",229320605999129,869,"R_3K4UUprvsDGkpuV","female","Germany","> 4'000€
>5'900 CHF","middle school",2,5,816,"R_2QysXoQZfxpV7Mw",26,"<1'500- 2'499€
3'100-4'299CHF"
"471",229320606000189,951,"R_31mjGicLNt7ZzRN","male","Germany","<1'500€
<3'100CHF","middle school",1,5,1039,"R_27eCE2XkQwLAAYK",23,"<1'500€
<3'100CHF"
"472",229320606005406,1109,"R_21HBUv3fiehWFkD","male","Germany","<1'500€
<3'100CHF","middle school",1,5,887,"R_3iq9Qrw3esWRHLJ",28,"<1'500€
<3'100CHF"
"473",229320606006452,409,"R_6DwJDuYylAf74sN","male","Germany","<1'500€
<3'100CHF","degree",2,6,649,"R_1pQXa06zhttQ2QK",37,"2'500- 4'000€
<4'300- 5'899CHF"
"474",229320606007481,837,"R_cPcXfKpPliaS04p","male","Germany","> 4'000€
>5'900 CHF","degree",2,7,1315,"R_xnCE3NO6bKTX37H",25,"> 4'000€
>5'900 CHF"
"475",229320606011397,1325,"R_231rtRsvBjO69aO","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,1609,"R_2170LJegYGhKWPO",67,"2'500- 4'000€
<4'300- 5'899CHF"
"476",229320606018720,3827,"R_1q7E4y4PrqP1PL6","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,3,1831,"R_3g18M4zbTwAqVh1",26,"2'500- 4'000€
<4'300- 5'899CHF"
"477",229320606027862,18345,"R_ugMJIMUpAOB2oUh","female","Germany","> 4'000€
>5'900 CHF","obligatory school",2,5,775,"R_25u0Sp2GchmKqpa",27,"> 4'000€
>5'900 CHF"
"478",229320606034124,1202,"R_uraXeGZuRYUcGsN","male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",5,5,616,"R_2dHlhr0CmvuKpVv",18,"<1'500- 2'499€
3'100-4'299CHF"
"479",229320606050328,8593,"R_2R3uPUNxfHg9N9J","male","Germany","> 4'000€
>5'900 CHF","degree",4,10,836,"R_r8QppiO43q8p39f",29,"> 4'000€
>5'900 CHF"
"480",229320606061811,533,"R_zUaNyZkkwGn2pcl","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",1,6,573,"R_27UbqIBbAAvXtnO",27,"2'500- 4'000€
<4'300- 5'899CHF"
"481",229320606066792,1641,"R_3MbV6SP27Eiit2Z","male","Germany","> 4'000€
>5'900 CHF","middle school",2,4,932,"R_2rTwpwnzTaksgxl",28,"> 4'000€
>5'900 CHF"
"482",229320606067831,643,"R_XhSZc5iUmQptJWp","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",5,6,873,"R_2ZQ7wTpd75cOakt",28,"> 4'000€
>5'900 CHF"
"483",229320606074103,763,"R_3JsmifnazgApI1d","male","Germany","<1'500€
<3'100CHF","middle school",1,4,599,"R_zf0YMptxHj9kGVX",22,"<1'500€
<3'100CHF"
"484",229320606075132,11681,"R_sGtv3I6l6YZ1GU1","male","Germany","<1'500€
<3'100CHF","middle school",1,1,114151,"R_cJf9ziUSdIAPBv3",29,"<1'500€
<3'100CHF"
"485",229320606076969,789,"R_3et0HZY9sIweyYf","male","Germany","> 4'000€
>5'900 CHF","obligatory school",3,4,1290,"R_Ojb00lbYS8tDBZf",29,"2'500- 4'000€
<4'300- 5'899CHF"
"486",229320606076978,346,"R_2zjTX2XsTzvBOWe","female","Germany","> 4'000€
>5'900 CHF","degree",3,8,755,"R_3NHUcm0zOcTHaNl",27,"2'500- 4'000€
<4'300- 5'899CHF"
"487",229320606079057,290,"R_1GvqnRMVr55yguh","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",3,9,487,"R_sGdr0V9h2Qv2Lmh",27,"2'500- 4'000€
<4'300- 5'899CHF"
"488",229320606084260,601,"R_0OfdToodUAnFM6B","male","Germany","> 4'000€
>5'900 CHF","middle school",5,3,900,"R_2OGwTX83fhyDNnI",20,"> 4'000€
>5'900 CHF"
"489",229320606084261,3734,"R_3jTCs69kJgN4GpI","female","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",2,6,1003,"R_1hMYiqDBHmvx91P",28,"<1'500- 2'499€
3'100-4'299CHF"
"490",229321437507604,869,"R_2ONqk47gdZJglgM","female","Switzerland","<1'500€
<3'100CHF","no formal education",2,6,11501,"R_1mn6nqlgVzfC7By",50,"<1'500€
<3'100CHF"
"491",229321437509656,1844,"R_3r21G8Nm7RsHkc0","non-binary","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",1,2,1236,"R_3pik33O5ERDcnHu",59,"<1'500€
<3'100CHF"
"492",229321437514789,2302,"R_D1qgzNrOqVcMgnf","male","Switzerland","<1'500€
<3'100CHF","obligatory school",1,5,3452,"R_12heOL3PzIhXWro",41,"<1'500€
<3'100CHF"
"493",229321437515815,1267,"R_3DtC6f6iRqHYWHG","female","Switzerland","<1'500€
<3'100CHF","degree",1,4,2829,"R_1MS46DkDMSuh1PA",67,"<1'500- 2'499€
3'100-4'299CHF"
"494",229321437541463,747,"R_2V3zus3Kt0huqKu","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",1,3,1011,"R_3MG5FAqJxElwWok",36,"2'500- 4'000€
<4'300- 5'899CHF"
"495",229321437542488,2249,"R_2wKp8LF2cWkXbfk","female","Switzerland","<1'500€
<3'100CHF","middle school",1,2,1367,"R_C9p6GTOuQlnneOl",68,"<1'500€
<3'100CHF"
"496",229321437546594,2384,"R_tLIoSwk539fsYql","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,5,1553,"R_1jxCmTjj4OJF6wA",66,"<1'500€
<3'100CHF"
"497",229321437547620,1454,"R_3NPSVGia8j1wETu","male","Switzerland","> 4'000€
>5'900 CHF","degree",3,5,1188,"R_2WCGRS3itljeTiz",53,"> 4'000€
>5'900 CHF"
"498",229321437554799,1384,"R_3ITeahDbcDVDfZw","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,7,1652,"R_uwsz0gXGHX7JS5b",46,"<1'500- 2'499€
3'100-4'299CHF"
"499",229321437563003,475,"R_1ODmDKBOsyXfRnU","male","Switzerland","<1'500€
<3'100CHF","degree",1,2,382,"R_dp33LjOAWCCGAO5",43,"<1'500- 2'499€
3'100-4'299CHF"
"500",229321437575305,1314,"R_2OHnw7eiEYDNkMB","male","Switzerland","<1'500€
<3'100CHF","degree",1,6,1588,"R_1g8sB1oxmSUbqac",73,"<1'500€
<3'100CHF"
"501",229321437583507,1277,"R_1eItHzwa9LsrDs3","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",3,6,1079,"R_2e8zf4yA6aADPCx",54,"<1'500- 2'499€
3'100-4'299CHF"
"502",229321437584534,1770,"R_zdHs0uya0KljHEJ","male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",4,7,1325,"R_1fd2J5yU5aMILdN",30,"2'500- 4'000€
<4'300- 5'899CHF"
"503",229321437593760,1778,"R_1F3UN9VUTkngmcC","female","Switzerland","<1'500€
<3'100CHF","no formal education",2,5,1460,"R_3oSBXjREfY2VK3k",60,"<1'500- 2'499€
3'100-4'299CHF"
"504",229321437639901,5469,"R_1Ne8a8XTmPpmQqY","female","Switzerland","<1'500€
<3'100CHF","degree",2,5,1433,"R_1QJWXCsvAbjXUrY",72,"<1'500€
<3'100CHF"
"505",229321437668352,832,"R_2S0OQ3IueOsiMy9","male","Switzerland","<1'500€
<3'100CHF","no formal education",3,6,1080,"R_3KHlnf4QUvxSqJv",43,"<1'500- 2'499€
3'100-4'299CHF"
"506",229321437670402,905,"R_114x80EEaCoWOK0","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,2,1519,"R_3xe9GWONYDTpSKZ",46,"2'500- 4'000€
<4'300- 5'899CHF"
"507",229321437677579,2475,"R_1oImsaAeBtJQuJd","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",4,8,940,"R_1FmtO0YnX1gLS41",36,"<1'500- 2'499€
3'100-4'299CHF"
"508",229321437681681,713,"R_DP6oaIAjatZuWKR","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",3,3,818,"R_2qvzPowbEHSePSC",23,"<1'500- 2'499€
3'100-4'299CHF"
"509",229321437693984,1323,"R_7OnD4kny1NdaRW1","female","Switzerland","<1'500€
<3'100CHF","obligatory school",1,8,1750,"R_3EfDN5A3uRRGMEJ",70,"<1'500€
<3'100CHF"
"510",229321437701161,670,"R_3DjQ9uCmrnB5ll3","female","Switzerland","<1'500€
<3'100CHF","obligatory school",1,3,2067,"R_qVCnJhMYPvHRTjz",43,"<1'500€
<3'100CHF"
"511",229321437702186,1594,"R_UtrsgPxZbqBZAiJ","female","Switzerland","<1'500€
<3'100CHF","obligatory school",1,4,1692,"R_2wEsaaIEz52MMCN",76,"<1'500€
<3'100CHF"
"512",229321437719617,1108,"R_2Y37hooYg88WmXQ","female","Switzerland","> 4'000€
>5'900 CHF","degree",2,10,996,"R_xDXbvT4HcZ1WQaB",41,"> 4'000€
>5'900 CHF"
"513",229321437737054,736,"R_3IRbzcUp1vk5qmZ","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",2,2,745,"R_ctDsV86N4F35z6p",23,"<1'500€
<3'100CHF"
"514",229321437739104,682,"R_2ahLJVgIViB6bu6","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,7,906,"R_1MK61RcnsRnWNLS",58,"2'500- 4'000€
<4'300- 5'899CHF"
