"","m","type","wave1","energy.level","price.level","age","gender","education","income.wave1","country","politcalorientation","Sum.policy.wave1","mean.abs.error.wave1","Sum.product","climate_concern.wave1","wave2","mean.abs.error.wave2","Sum.policy.wave2","Sum.product.wave2","climate_concern.wave2"
"6063",229678093185199,"exp.int_che.hig",0,"1","2",68,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",9,4,0.643,0,3.75,0,1.45,6,2,4
"6064",229678093185199,"exp.int_mid.hig",0,"1","1",68,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",9,4,0.643,0,3.75,0,1.45,6,2,4
"6065",229678093185199,"exp.low_che.hig",0,"2","2",68,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",9,4,0.643,0,3.75,0,1.45,6,2,4
"6066",229678093185199,"exp.low_che.int",0,"1","2",68,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",9,4,0.643,0,3.75,0,1.45,6,2,4
"6067",229678093185199,"exp.low_mid.hig",0,"2","1",68,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",9,4,0.643,0,3.75,1,1.45,6,2,4
"6068",229678093185199,"mid.low_che.hig",0,"2","1",68,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",9,4,0.643,0,3.75,0,1.45,6,2,4
"6069",229678093185199,"mid.low_che.int",0,"1","1",68,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",9,4,0.643,0,3.75,1,1.45,6,2,4
"6070",229678093191369,"exp.int_che.hig",0,"1","2",45,"male","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",5,8,0.548,1,2,0,0.545,9,6,2.25
"6071",229678093191369,"exp.int_mid.hig",0,"1","1",45,"male","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",5,8,0.548,1,2,1,0.545,9,6,2.25
"6072",229678093191369,"exp.low_che.hig",0,"2","2",45,"male","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",5,8,0.548,1,2,1,0.545,9,6,2.25
"6073",229678093191369,"exp.low_che.int",0,"1","2",45,"male","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",5,8,0.548,1,2,1,0.545,9,6,2.25
"6074",229678093191369,"exp.low_mid.hig",0,"2","1",45,"male","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",5,8,0.548,1,2,1,0.545,9,6,2.25
"6075",229678093191369,"mid.low_che.hig",1,"2","1",45,"male","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",5,8,0.548,1,2,1,0.545,9,6,2.25
"6076",229678093191369,"mid.low_che.int",0,"1","1",45,"male","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",5,8,0.548,1,2,1,0.545,9,6,2.25
"6077",229678093198559,"exp.int_che.hig",1,"1","2",44,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",6,5,1.17,4,5.25,1,0.555,7,7,5.25
"6078",229678093198559,"exp.int_mid.hig",0,"1","1",44,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",6,5,1.17,4,5.25,1,0.555,7,7,5.25
"6079",229678093198559,"exp.low_che.hig",0,"2","2",44,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",6,5,1.17,4,5.25,1,0.555,7,7,5.25
"6080",229678093198559,"exp.low_che.int",1,"1","2",44,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",6,5,1.17,4,5.25,1,0.555,7,7,5.25
"6081",229678093198559,"exp.low_mid.hig",1,"2","1",44,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",6,5,1.17,4,5.25,1,0.555,7,7,5.25
"6082",229678093198559,"mid.low_che.hig",1,"2","1",44,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",6,5,1.17,4,5.25,1,0.555,7,7,5.25
"6083",229678093198559,"mid.low_che.int",0,"1","1",44,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",6,5,1.17,4,5.25,1,0.555,7,7,5.25
"6084",229678093210632,"exp.int_che.hig",0,"1","2",71,"female","degree","<1'500- 2'499€
3'100-4'299CHF","Switzerland",6,4,0.381,4,5.75,0,0.43,6,2,6
"6085",229678093210632,"exp.int_mid.hig",1,"1","1",71,"female","degree","<1'500- 2'499€
3'100-4'299CHF","Switzerland",6,4,0.381,4,5.75,0,0.43,6,2,6
"6086",229678093210632,"exp.low_che.hig",0,"2","2",71,"female","degree","<1'500- 2'499€
3'100-4'299CHF","Switzerland",6,4,0.381,4,5.75,0,0.43,6,2,6
"6087",229678093210632,"exp.low_che.int",0,"1","2",71,"female","degree","<1'500- 2'499€
3'100-4'299CHF","Switzerland",6,4,0.381,4,5.75,0,0.43,6,2,6
"6088",229678093210632,"exp.low_mid.hig",1,"2","1",71,"female","degree","<1'500- 2'499€
3'100-4'299CHF","Switzerland",6,4,0.381,4,5.75,1,0.43,6,2,6
"6089",229678093210632,"mid.low_che.hig",1,"2","1",71,"female","degree","<1'500- 2'499€
3'100-4'299CHF","Switzerland",6,4,0.381,4,5.75,1,0.43,6,2,6
"6090",229678093210632,"mid.low_che.int",1,"1","1",71,"female","degree","<1'500- 2'499€
3'100-4'299CHF","Switzerland",6,4,0.381,4,5.75,0,0.43,6,2,6
"6091",229678093212684,"exp.int_che.hig",0,"1","2",45,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",7,8,0.542,3,2.5,0,0.443,8,1,2.75
"6092",229678093212684,"exp.int_mid.hig",0,"1","1",45,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",7,8,0.542,3,2.5,0,0.443,8,1,2.75
"6093",229678093212684,"exp.low_che.hig",1,"2","2",45,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",7,8,0.542,3,2.5,0,0.443,8,1,2.75
"6094",229678093212684,"exp.low_che.int",0,"1","2",45,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",7,8,0.542,3,2.5,0,0.443,8,1,2.75
"6095",229678093212684,"exp.low_mid.hig",1,"2","1",45,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",7,8,0.542,3,2.5,1,0.443,8,1,2.75
"6096",229678093212684,"mid.low_che.hig",1,"2","1",45,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",7,8,0.542,3,2.5,0,0.443,8,1,2.75
"6097",229678093212684,"mid.low_che.int",0,"1","1",45,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",7,8,0.542,3,2.5,0,0.443,8,1,2.75
"6098",229678093212685,"exp.int_che.hig",1,"1","2",46,"female","degree","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",2,7,0.647,6,5.5,0,0.846,8,5,5.5
"6099",229678093212685,"exp.int_mid.hig",1,"1","1",46,"female","degree","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",2,7,0.647,6,5.5,1,0.846,8,5,5.5
"6100",229678093212685,"exp.low_che.hig",1,"2","2",46,"female","degree","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",2,7,0.647,6,5.5,1,0.846,8,5,5.5
"6101",229678093212685,"exp.low_che.int",0,"1","2",46,"female","degree","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",2,7,0.647,6,5.5,0,0.846,8,5,5.5
"6102",229678093212685,"exp.low_mid.hig",1,"2","1",46,"female","degree","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",2,7,0.647,6,5.5,1,0.846,8,5,5.5
"6103",229678093212685,"mid.low_che.hig",1,"2","1",46,"female","degree","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",2,7,0.647,6,5.5,1,0.846,8,5,5.5
"6104",229678093212685,"mid.low_che.int",1,"1","1",46,"female","degree","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",2,7,0.647,6,5.5,1,0.846,8,5,5.5
"6105",229678093213710,"exp.int_che.hig",0,"1","2",69,"male","degree","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",7,3,0.528,1,3,0,0.673,7,1,3
"6106",229678093213710,"exp.int_mid.hig",0,"1","1",69,"male","degree","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",7,3,0.528,1,3,0,0.673,7,1,3
"6107",229678093213710,"exp.low_che.hig",0,"2","2",69,"male","degree","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",7,3,0.528,1,3,0,0.673,7,1,3
"6108",229678093213710,"exp.low_che.int",0,"1","2",69,"male","degree","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",7,3,0.528,1,3,0,0.673,7,1,3
"6109",229678093213710,"exp.low_mid.hig",1,"2","1",69,"male","degree","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",7,3,0.528,1,3,1,0.673,7,1,3
"6110",229678093213710,"mid.low_che.hig",0,"2","1",69,"male","degree","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",7,3,0.528,1,3,0,0.673,7,1,3
"6111",229678093213710,"mid.low_che.int",0,"1","1",69,"male","degree","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",7,3,0.528,1,3,0,0.673,7,1,3
"6112",229678093213711,"exp.int_che.hig",0,"1","2",60,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",5,8,0.541,4,5.5,0,0.646,8,3,4.5
"6113",229678093213711,"exp.int_mid.hig",0,"1","1",60,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",5,8,0.541,4,5.5,0,0.646,8,3,4.5
"6114",229678093213711,"exp.low_che.hig",1,"2","2",60,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",5,8,0.541,4,5.5,1,0.646,8,3,4.5
"6115",229678093213711,"exp.low_che.int",0,"1","2",60,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",5,8,0.541,4,5.5,0,0.646,8,3,4.5
"6116",229678093213711,"exp.low_mid.hig",1,"2","1",60,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",5,8,0.541,4,5.5,1,0.646,8,3,4.5
"6117",229678093213711,"mid.low_che.hig",1,"2","1",60,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",5,8,0.541,4,5.5,1,0.646,8,3,4.5
"6118",229678093213711,"mid.low_che.int",1,"1","1",60,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",5,8,0.541,4,5.5,0,0.646,8,3,4.5
"6119",229678093228064,"exp.int_che.hig",1,"1","2",71,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",4,6,1.38,7,5.75,1,0.502,11,7,5.75
"6120",229678093228064,"exp.int_mid.hig",1,"1","1",71,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",4,6,1.38,7,5.75,1,0.502,11,7,5.75
"6121",229678093228064,"exp.low_che.hig",1,"2","2",71,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",4,6,1.38,7,5.75,1,0.502,11,7,5.75
"6122",229678093228064,"exp.low_che.int",1,"1","2",71,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",4,6,1.38,7,5.75,1,0.502,11,7,5.75
"6123",229678093228064,"exp.low_mid.hig",1,"2","1",71,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",4,6,1.38,7,5.75,1,0.502,11,7,5.75
"6124",229678093228064,"mid.low_che.hig",1,"2","1",71,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",4,6,1.38,7,5.75,1,0.502,11,7,5.75
"6125",229678093228064,"mid.low_che.int",1,"1","1",71,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",4,6,1.38,7,5.75,1,0.502,11,7,5.75
"6126",229678093236281,"exp.int_che.hig",1,"1","2",72,"male","degree","<1'500€
<3'100CHF","Switzerland",2,7,0.63,6,4.5,0,0.511,3,4,5.25
"6127",229678093236281,"exp.int_mid.hig",1,"1","1",72,"male","degree","<1'500€
<3'100CHF","Switzerland",2,7,0.63,6,4.5,1,0.511,3,4,5.25
"6128",229678093236281,"exp.low_che.hig",1,"2","2",72,"male","degree","<1'500€
<3'100CHF","Switzerland",2,7,0.63,6,4.5,1,0.511,3,4,5.25
"6129",229678093236281,"exp.low_che.int",0,"1","2",72,"male","degree","<1'500€
<3'100CHF","Switzerland",2,7,0.63,6,4.5,0,0.511,3,4,5.25
"6130",229678093236281,"exp.low_mid.hig",1,"2","1",72,"male","degree","<1'500€
<3'100CHF","Switzerland",2,7,0.63,6,4.5,1,0.511,3,4,5.25
"6131",229678093236281,"mid.low_che.hig",1,"2","1",72,"male","degree","<1'500€
<3'100CHF","Switzerland",2,7,0.63,6,4.5,1,0.511,3,4,5.25
"6132",229678093236281,"mid.low_che.int",1,"1","1",72,"male","degree","<1'500€
<3'100CHF","Switzerland",2,7,0.63,6,4.5,0,0.511,3,4,5.25
"6133",229678093243470,"exp.int_che.hig",0,"1","2",46,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",6,8,1.08,1,4,0,1.56,8,1,4.25
"6134",229678093243470,"exp.int_mid.hig",0,"1","1",46,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",6,8,1.08,1,4,0,1.56,8,1,4.25
"6135",229678093243470,"exp.low_che.hig",0,"2","2",46,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",6,8,1.08,1,4,0,1.56,8,1,4.25
"6136",229678093243470,"exp.low_che.int",0,"1","2",46,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",6,8,1.08,1,4,0,1.56,8,1,4.25
"6137",229678093243470,"exp.low_mid.hig",0,"2","1",46,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",6,8,1.08,1,4,1,1.56,8,1,4.25
"6138",229678093243470,"mid.low_che.hig",1,"2","1",46,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",6,8,1.08,1,4,0,1.56,8,1,4.25
"6139",229678093243470,"mid.low_che.int",0,"1","1",46,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",6,8,1.08,1,4,0,1.56,8,1,4.25
"6140",229678093252715,"exp.int_che.hig",0,"1","2",71,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",3,11,0.486,5,5.75,0,0.538,9,4,6
"6141",229678093252715,"exp.int_mid.hig",1,"1","1",71,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",3,11,0.486,5,5.75,1,0.538,9,4,6
"6142",229678093252715,"exp.low_che.hig",1,"2","2",71,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",3,11,0.486,5,5.75,1,0.538,9,4,6
"6143",229678093252715,"exp.low_che.int",0,"1","2",71,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",3,11,0.486,5,5.75,0,0.538,9,4,6
"6144",229678093252715,"exp.low_mid.hig",1,"2","1",71,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",3,11,0.486,5,5.75,1,0.538,9,4,6
"6145",229678093252715,"mid.low_che.hig",1,"2","1",71,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",3,11,0.486,5,5.75,1,0.538,9,4,6
"6146",229678093252715,"mid.low_che.int",1,"1","1",71,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",3,11,0.486,5,5.75,0,0.538,9,4,6
"6147",229678093254769,"exp.int_che.hig",1,"1","2",76,"female","no formal education","<1'500€
<3'100CHF","Switzerland",6,7,1.21,5,5,0,0.748,4,2,4.25
"6148",229678093254769,"exp.int_mid.hig",0,"1","1",76,"female","no formal education","<1'500€
<3'100CHF","Switzerland",6,7,1.21,5,5,0,0.748,4,2,4.25
"6149",229678093254769,"exp.low_che.hig",1,"2","2",76,"female","no formal education","<1'500€
<3'100CHF","Switzerland",6,7,1.21,5,5,0,0.748,4,2,4.25
"6150",229678093254769,"exp.low_che.int",0,"1","2",76,"female","no formal education","<1'500€
<3'100CHF","Switzerland",6,7,1.21,5,5,0,0.748,4,2,4.25
"6151",229678093254769,"exp.low_mid.hig",1,"2","1",76,"female","no formal education","<1'500€
<3'100CHF","Switzerland",6,7,1.21,5,5,1,0.748,4,2,4.25
"6152",229678093254769,"mid.low_che.hig",1,"2","1",76,"female","no formal education","<1'500€
<3'100CHF","Switzerland",6,7,1.21,5,5,0,0.748,4,2,4.25
"6153",229678093254769,"mid.low_che.int",1,"1","1",76,"female","no formal education","<1'500€
<3'100CHF","Switzerland",6,7,1.21,5,5,1,0.748,4,2,4.25
"6154",229678093256821,"exp.int_che.hig",0,"1","2",69,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",6,4,0.747,1,2.25,0,0.39,8,1,2.25
"6155",229678093256821,"exp.int_mid.hig",0,"1","1",69,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",6,4,0.747,1,2.25,0,0.39,8,1,2.25
"6156",229678093256821,"exp.low_che.hig",0,"2","2",69,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",6,4,0.747,1,2.25,0,0.39,8,1,2.25
"6157",229678093256821,"exp.low_che.int",0,"1","2",69,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",6,4,0.747,1,2.25,0,0.39,8,1,2.25
"6158",229678093256821,"exp.low_mid.hig",1,"2","1",69,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",6,4,0.747,1,2.25,1,0.39,8,1,2.25
"6159",229678093256821,"mid.low_che.hig",0,"2","1",69,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",6,4,0.747,1,2.25,0,0.39,8,1,2.25
"6160",229678093256821,"mid.low_che.int",0,"1","1",69,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",6,4,0.747,1,2.25,0,0.39,8,1,2.25
"6161",229678093257846,"exp.int_che.hig",0,"1","2",60,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",8,6,0.657,2,5.25,0,0.785,8,1,5.75
"6162",229678093257846,"exp.int_mid.hig",1,"1","1",60,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",8,6,0.657,2,5.25,0,0.785,8,1,5.75
"6163",229678093257846,"exp.low_che.hig",0,"2","2",60,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",8,6,0.657,2,5.25,0,0.785,8,1,5.75
"6164",229678093257846,"exp.low_che.int",0,"1","2",60,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",8,6,0.657,2,5.25,0,0.785,8,1,5.75
"6165",229678093257846,"exp.low_mid.hig",0,"2","1",60,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",8,6,0.657,2,5.25,1,0.785,8,1,5.75
"6166",229678093257846,"mid.low_che.hig",1,"2","1",60,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",8,6,0.657,2,5.25,0,0.785,8,1,5.75
"6167",229678093257846,"mid.low_che.int",0,"1","1",60,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",8,6,0.657,2,5.25,0,0.785,8,1,5.75
"6168",229678093258872,"exp.int_che.hig",0,"1","2",53,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",8,0,0.719,0,1.75,0,1.12,0,0,2.25
"6169",229678093258872,"exp.int_mid.hig",0,"1","1",53,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",8,0,0.719,0,1.75,0,1.12,0,0,2.25
"6170",229678093258872,"exp.low_che.hig",0,"2","2",53,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",8,0,0.719,0,1.75,0,1.12,0,0,2.25
"6171",229678093258872,"exp.low_che.int",0,"1","2",53,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",8,0,0.719,0,1.75,0,1.12,0,0,2.25
"6172",229678093258872,"exp.low_mid.hig",0,"2","1",53,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",8,0,0.719,0,1.75,0,1.12,0,0,2.25
"6173",229678093258872,"mid.low_che.hig",0,"2","1",53,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",8,0,0.719,0,1.75,0,1.12,0,0,2.25
"6174",229678093258872,"mid.low_che.int",0,"1","1",53,"male","obligatory school","<1'500€
<3'100CHF","Switzerland",8,0,0.719,0,1.75,0,1.12,0,0,2.25
"6175",229678093260930,"exp.int_che.hig",0,"1","2",75,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",3,8,0.398,5,5.25,0,0.511,6,4,5
"6176",229678093260930,"exp.int_mid.hig",1,"1","1",75,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",3,8,0.398,5,5.25,0,0.511,6,4,5
"6177",229678093260930,"exp.low_che.hig",1,"2","2",75,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",3,8,0.398,5,5.25,1,0.511,6,4,5
"6178",229678093260930,"exp.low_che.int",0,"1","2",75,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",3,8,0.398,5,5.25,0,0.511,6,4,5
"6179",229678093260930,"exp.low_mid.hig",1,"2","1",75,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",3,8,0.398,5,5.25,1,0.511,6,4,5
"6180",229678093260930,"mid.low_che.hig",1,"2","1",75,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",3,8,0.398,5,5.25,1,0.511,6,4,5
"6181",229678093260930,"mid.low_che.int",1,"1","1",75,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",3,8,0.398,5,5.25,1,0.511,6,4,5
"6182",229678093261955,"exp.int_che.hig",1,"1","2",74,"male","degree","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",2,7,0.403,7,6,1,0.619,8,7,6
"6183",229678093261955,"exp.int_mid.hig",1,"1","1",74,"male","degree","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",2,7,0.403,7,6,1,0.619,8,7,6
"6184",229678093261955,"exp.low_che.hig",1,"2","2",74,"male","degree","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",2,7,0.403,7,6,1,0.619,8,7,6
"6185",229678093261955,"exp.low_che.int",1,"1","2",74,"male","degree","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",2,7,0.403,7,6,1,0.619,8,7,6
"6186",229678093261955,"exp.low_mid.hig",1,"2","1",74,"male","degree","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",2,7,0.403,7,6,1,0.619,8,7,6
"6187",229678093261955,"mid.low_che.hig",1,"2","1",74,"male","degree","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",2,7,0.403,7,6,1,0.619,8,7,6
"6188",229678093261955,"mid.low_che.int",1,"1","1",74,"male","degree","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",2,7,0.403,7,6,1,0.619,8,7,6
"6189",229678093262980,"exp.int_che.hig",1,"1","2",56,"female","no formal education","<1'500€
<3'100CHF","Switzerland",6,10,0.576,7,4.25,1,0.578,7,7,5
"6190",229678093262980,"exp.int_mid.hig",1,"1","1",56,"female","no formal education","<1'500€
<3'100CHF","Switzerland",6,10,0.576,7,4.25,1,0.578,7,7,5
"6191",229678093262980,"exp.low_che.hig",1,"2","2",56,"female","no formal education","<1'500€
<3'100CHF","Switzerland",6,10,0.576,7,4.25,1,0.578,7,7,5
"6192",229678093262980,"exp.low_che.int",1,"1","2",56,"female","no formal education","<1'500€
<3'100CHF","Switzerland",6,10,0.576,7,4.25,1,0.578,7,7,5
"6193",229678093262980,"exp.low_mid.hig",1,"2","1",56,"female","no formal education","<1'500€
<3'100CHF","Switzerland",6,10,0.576,7,4.25,1,0.578,7,7,5
"6194",229678093262980,"mid.low_che.hig",1,"2","1",56,"female","no formal education","<1'500€
<3'100CHF","Switzerland",6,10,0.576,7,4.25,1,0.578,7,7,5
"6195",229678093262980,"mid.low_che.int",1,"1","1",56,"female","no formal education","<1'500€
<3'100CHF","Switzerland",6,10,0.576,7,4.25,1,0.578,7,7,5
"6196",229678093268122,"exp.int_che.hig",0,"1","2",55,"female","degree","<1'500- 2'499€
3'100-4'299CHF","Switzerland",6,4,0.654,3,4.25,0,0.57,6,5,4.5
"6197",229678093268122,"exp.int_mid.hig",1,"1","1",55,"female","degree","<1'500- 2'499€
3'100-4'299CHF","Switzerland",6,4,0.654,3,4.25,1,0.57,6,5,4.5
"6198",229678093268122,"exp.low_che.hig",0,"2","2",55,"female","degree","<1'500- 2'499€
3'100-4'299CHF","Switzerland",6,4,0.654,3,4.25,1,0.57,6,5,4.5
"6199",229678093268122,"exp.low_che.int",0,"1","2",55,"female","degree","<1'500- 2'499€
3'100-4'299CHF","Switzerland",6,4,0.654,3,4.25,0,0.57,6,5,4.5
"6200",229678093268122,"exp.low_mid.hig",1,"2","1",55,"female","degree","<1'500- 2'499€
3'100-4'299CHF","Switzerland",6,4,0.654,3,4.25,1,0.57,6,5,4.5
"6201",229678093268122,"mid.low_che.hig",1,"2","1",55,"female","degree","<1'500- 2'499€
3'100-4'299CHF","Switzerland",6,4,0.654,3,4.25,1,0.57,6,5,4.5
"6202",229678093268122,"mid.low_che.int",0,"1","1",55,"female","degree","<1'500- 2'499€
3'100-4'299CHF","Switzerland",6,4,0.654,3,4.25,1,0.57,6,5,4.5
"6203",229678093270175,"exp.int_che.hig",0,"1","2",31,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",8,8,0.861,2,5,1,0.886,12,6,5.25
"6204",229678093270175,"exp.int_mid.hig",0,"1","1",31,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",8,8,0.861,2,5,1,0.886,12,6,5.25
"6205",229678093270175,"exp.low_che.hig",1,"2","2",31,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",8,8,0.861,2,5,1,0.886,12,6,5.25
"6206",229678093270175,"exp.low_che.int",0,"1","2",31,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",8,8,0.861,2,5,1,0.886,12,6,5.25
"6207",229678093270175,"exp.low_mid.hig",0,"2","1",31,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",8,8,0.861,2,5,1,0.886,12,6,5.25
"6208",229678093270175,"mid.low_che.hig",0,"2","1",31,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",8,8,0.861,2,5,1,0.886,12,6,5.25
"6209",229678093270175,"mid.low_che.int",1,"1","1",31,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Switzerland",8,8,0.861,2,5,0,0.886,12,6,5.25
"6210",229678093270176,"exp.int_che.hig",1,"1","2",75,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",5,13,0.669,7,5.25,1,0.488,8,7,6
"6211",229678093270176,"exp.int_mid.hig",1,"1","1",75,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",5,13,0.669,7,5.25,1,0.488,8,7,6
"6212",229678093270176,"exp.low_che.hig",1,"2","2",75,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",5,13,0.669,7,5.25,1,0.488,8,7,6
"6213",229678093270176,"exp.low_che.int",1,"1","2",75,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",5,13,0.669,7,5.25,1,0.488,8,7,6
"6214",229678093270176,"exp.low_mid.hig",1,"2","1",75,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",5,13,0.669,7,5.25,1,0.488,8,7,6
"6215",229678093270176,"mid.low_che.hig",1,"2","1",75,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Switzerland",5,13,0.669,7,5.25,1,0.488,8,7,6
